Time,Temperature,Humidity,Precipitation,VWC_1,pF_1,SoilTemperature_1,VWC_2,pF_2,SoilTemperature_2,VWC_3,pF_3,SoilTemperature_3,VWC_4,pF_4,SoilTemperature_4
2017/6/6 12:00,30.7,34.65,0,45.117,2.009,17.3,41.651,2,16.7,47.282,1.982,16.9,33.2,2.004,16.9
2017/6/6 13:00,30.5,40.088,0,45.201,2.009,17.3,41.577,2,16.7,47.282,1.983,16.9,33.2,2.004,16.9
2017/6/6 14:00,28.8,45.727,0,45.285,2.009,17.3,41.577,2,16.7,47.192,1.984,16.9,33.1,2.004,16.8
2017/6/6 15:00,27.3,47.422,0,45.285,2.009,17.2,41.8,2,16.6,47.014,1.986,16.9,33,2.004,16.8
2017/6/6 16:00,25.9,48.206,0,45.117,2.009,17.2,41.577,2,16.6,47.103,1.987,16.9,33,2.004,16.8
2017/6/6 17:00,24.7,49.521,0,45.117,2.009,17.2,41.43,2,16.6,47.103,1.987,16.9,33,2.004,16.8
2017/6/6 18:00,22.2,55.712,0,45.117,2.009,17.2,41.504,2,16.6,46.925,1.987,16.9,33,2.004,16.9
2017/6/6 19:00,19.2,63.872,0,44.95,2.009,17.2,41.577,2,16.6,46.925,1.987,16.9,33,2.004,16.9
2017/6/6 20:00,17.2,71.398,0,44.95,2.009,17.2,41.577,2,16.6,46.925,1.987,16.9,33,2.004,16.9
2017/6/6 21:00,16,76.507,0,44.95,2.009,17.2,41.651,2,16.6,46.925,1.987,16.9,33,2.004,17
2017/6/6 22:00,15.7,77.989,0,44.95,2.009,17.2,41.875,2,16.6,46.925,1.987,16.9,33,2.004,17
2017/6/6 23:00,15.6,80.749,0,44.95,2.009,17.2,44.292,2,16.6,46.925,1.987,16.9,33,2.004,17
2017/6/7 0:00,15,84.508,0,44.95,2.009,17.2,43.332,2.001,16.6,46.925,1.987,16.9,33,2.004,17.1
2017/6/7 1:00,15.2,82.848,0,44.95,2.009,17.3,43.175,2.002,16.6,46.925,1.987,16.9,33,2.004,17.1
2017/6/7 2:00,14.8,83.82,0,44.95,2.009,17.3,41.43,2.004,16.6,46.925,1.987,16.9,33,2.004,17.2
2017/6/7 3:00,14.9,80.919,0,44.95,2.009,17.3,41.21,2.004,16.7,46.925,1.987,16.9,33,2.004,17.2
2017/6/7 4:00,14.3,84.116,0,45.033,2.009,17.3,41.137,2.004,16.7,46.925,1.987,17,33,2.004,17.2
2017/6/7 5:00,14.8,83.226,0,45.033,2.009,17.3,41.137,2.004,16.7,46.925,1.987,17,33,2.004,17.2
2017/6/7 6:00,15.6,82.443,0,45.117,2.009,17.3,41.065,2.004,16.7,46.925,1.987,17,33,2.005,17.3
2017/6/7 7:00,17.4,75.537,0,45.201,2.009,17.3,41.065,2.004,16.7,46.925,1.987,17,33,2.005,17.3
2017/6/7 8:00,20.5,67.225,0,45.033,2.009,17.4,41.137,2.004,16.7,46.925,1.987,17,33,2.005,17.3
2017/6/7 9:00,23.5,61.86,0,45.117,2.009,17.4,41.283,2.004,16.7,46.925,1.987,17,32.9,2.006,17.3
2017/6/7 10:00,25.2,59.303,0,45.033,2.009,17.4,40.992,2.004,16.7,46.925,1.987,17,32.9,2.007,17.3
2017/6/7 11:00,26.6,55.446,0,45.033,2.009,17.4,40.992,2.004,16.7,46.925,1.987,17,32.8,2.009,17.3
2017/6/7 12:00,25.6,60.957,0,44.95,2.009,17.4,40.992,2.004,16.7,46.925,1.987,17,32.8,2.009,17.3
2017/6/7 13:00,27.3,56.245,0,44.95,2.009,17.4,40.992,2.004,16.7,46.925,1.987,17,32.8,2.009,17.3
2017/6/7 14:00,27.7,55.752,0,44.95,2.009,17.4,40.992,2.004,16.7,46.925,1.987,17,32.8,2.009,17.2
2017/6/7 15:00,25.8,59.335,0,44.95,2.009,17.4,40.992,2.004,16.8,46.925,1.987,17,32.7,2.009,17.2
2017/6/7 16:00,25.2,58.679,0,44.95,2.009,17.4,40.992,2.004,16.8,46.925,1.988,17,32.7,2.009,17.2
2017/6/7 17:00,23.9,62.749,0,44.95,2.009,17.4,41.065,2.004,16.8,46.925,1.991,17,32.7,2.009,17.2
2017/6/7 18:00,23,62.688,0,44.867,2.009,17.4,41.43,2.004,16.8,47.824,1.991,17.1,32.6,2.009,17.3
2017/6/7 19:00,22.3,62.807,0,44.784,2.009,17.4,41.43,2.007,16.8,48.561,1.991,17.1,32.6,2.009,17.3
2017/6/7 20:00,21.4,64.392,0,44.702,2.009,17.4,41.43,2.009,16.8,48.468,1.991,17.1,32.6,2.009,17.3
2017/6/7 21:00,20.5,66.395,0,44.784,2.009,17.4,41.43,2.009,16.8,48.468,1.991,17.1,32.6,2.009,17.3
2017/6/7 22:00,18.8,75.632,0,44.784,2.009,17.4,41.356,2.009,16.8,48.468,1.991,17.1,32.6,2.009,17.3
2017/6/7 23:00,18.1,80.951,0,44.784,2.009,17.4,41.283,2.009,16.8,48.468,1.991,17.1,32.6,2.009,17.3
2017/6/8 0:00,17.6,85.529,0,44.784,2.009,17.4,41.43,2.009,16.8,48.468,1.991,17.1,32.6,2.01,17.4
2017/6/8 1:00,17.6,86.026,0,44.784,2.009,17.5,41.43,2.009,16.8,48.468,1.991,17.1,32.6,2.012,17.4
2017/6/8 2:00,17.7,84.991,0,44.784,2.009,17.5,41.356,2.009,16.8,48.561,1.991,17.1,32.6,2.013,17.4
2017/6/8 3:00,17.6,84.037,0,44.784,2.009,17.5,41.356,2.009,16.8,48.468,1.991,17.1,32.6,2.013,17.4
2017/6/8 4:00,17.7,84.991,1,44.784,2.009,17.5,41.356,2.009,16.9,48.468,1.991,17.2,32.6,2.013,17.5
2017/6/8 5:00,17.3,88.178,3,44.784,2.001,17.5,41.356,2.012,16.9,48.468,1.991,17.2,32.6,2.013,17.5
2017/6/8 6:00,17.3,89.698,0,44.784,1.996,17.6,41.43,2.013,16.9,48.468,1.991,17.2,32.6,2.013,17.5
2017/6/8 7:00,17.5,90.073,1,44.784,1.999,17.6,41.356,2.013,16.9,48.468,1.991,17.2,32.6,2.013,17.5
2017/6/8 8:00,17.6,89.009,0,44.784,1.996,17.6,41.356,2.013,16.9,48.655,1.991,17.2,32.6,2.013,17.5
2017/6/8 9:00,17.7,87.956,0,44.867,2,17.6,41.283,2.013,16.9,48.561,1.991,17.2,32.6,2.013,17.5
2017/6/8 10:00,18.3,85.651,0,44.95,2,17.6,41.283,2.013,16.9,48.748,1.991,17.2,32.6,2.013,17.5
2017/6/8 11:00,18.4,85.588,1,44.95,2,17.6,41.356,2.013,16.9,48.748,1.993,17.2,32.6,2.013,17.5
2017/6/8 12:00,18.5,86.933,1,45.033,2,17.6,41.356,2.013,16.9,48.748,1.995,17.2,32.6,2.014,17.5
2017/6/8 13:00,19.1,85.091,0,45.033,1.995,17.6,41.356,2.013,16.9,48.748,1.995,17.3,32.6,2.017,17.5
2017/6/8 14:00,19.9,82.686,0,45.033,1.995,17.6,41.43,2.013,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 15:00,19,86.079,0,45.117,1.998,17.6,41.43,2.013,17,48.561,1.995,17.3,32.6,2.017,17.5
2017/6/8 16:00,18.3,86.126,1,45.117,2,17.6,41.504,2.013,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 17:00,18.5,84.113,0,45.117,2,17.6,41.43,2.013,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 18:00,18.8,82.549,0,45.117,2,17.6,41.504,2.013,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 19:00,18.1,82.878,0,45.117,2,17.6,41.577,2.013,17,48.561,1.995,17.3,32.6,2.017,17.5
2017/6/8 20:00,17.2,84.658,0,45.117,2,17.6,41.43,2.013,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 21:00,17.1,84.169,0,45.117,2,17.6,41.43,2.015,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/8 22:00,16.8,85.262,0,45.117,2,17.6,41.43,2.017,17,48.468,1.995,17.3,32.6,2.017,17.5
2017/6/8 23:00,16.3,87.477,0,45.117,2,17.6,41.43,2.017,17,48.561,1.995,17.3,32.6,2.017,17.5
2017/6/9 0:00,15.3,88.65,0,45.201,2.001,17.6,41.43,2.017,17,48.561,1.995,17.3,32.6,2.017,17.5
2017/6/9 1:00,15.4,90.371,0,45.453,2.001,17.6,41.43,2.017,17,48.655,1.995,17.3,32.6,2.017,17.5
2017/6/9 2:00,16.1,90.787,0,45.453,2.002,17.6,41.43,2.017,17,48.561,1.995,17.3,32.6,2.017,17.5
2017/6/9 3:00,15.3,89.801,0,45.453,2.002,17.6,41.43,2.017,17,48.468,1.995,17.3,32.6,2.018,17.5
2017/6/9 4:00,15.2,90.959,0,45.453,2.002,17.6,41.43,2.017,17,48.468,1.995,17.3,32.6,2.02,17.5
2017/6/9 5:00,15.5,91.498,0,45.453,2.002,17.6,41.43,2.017,17,48.468,1.995,17.3,32.6,2.02,17.5
2017/6/9 6:00,16.5,86.903,0,45.285,2.002,17.6,41.43,2.017,17,48.655,1.995,17.3,32.6,2.021,17.5
2017/6/9 7:00,18.6,85.456,0,45.201,2.003,17.6,41.43,2.017,17,48.842,1.995,17.3,32.6,2.02,17.5
2017/6/9 8:00,21.2,83.868,0,45.201,2.003,17.6,41.504,2.017,17,49.125,1.995,17.3,32.6,2.02,17.5
2017/6/9 9:00,24.9,77.213,0,45.285,2.002,17.6,41.504,2.017,17,48.842,1.995,17.3,32.5,2.022,17.5
2017/6/9 10:00,28.6,64.407,0,45.117,2.002,17.6,41.504,2.017,17,48.375,1.996,17.3,32.4,2.022,17.5
2017/6/9 11:00,32.5,47.233,0,45.117,2.002,17.6,41.356,2.017,17,48.007,1.996,17.3,32.3,2.022,17.5
2017/6/9 12:00,31.7,47.921,0,45.201,2.003,17.6,41.504,2.019,17,47.915,1.999,17.3,32.3,2.022,17.5
2017/6/9 13:00,30.8,48.638,0,45.285,2.003,17.6,41.283,2.022,17,47.824,2,17.3,32.3,2.022,17.4
2017/6/9 14:00,31.4,44.175,0,45.369,2.003,17.6,41.283,2.022,17,47.824,2,17.3,32.2,2.026,17.4
2017/6/9 15:00,28.1,51.045,0,44.702,2.004,17.6,41.283,2.022,17,47.824,2,17.3,32.2,2.026,17.4
2017/6/9 16:00,26.4,53.488,0,44.374,2.004,17.6,41.283,2.022,17,47.915,2.002,17.3,32.1,2.028,17.4
2017/6/9 17:00,25.1,53.377,0,44.455,2.004,17.6,41.137,2.024,17,47.824,2.004,17.3,32.1,2.03,17.4
2017/6/9 18:00,22.8,59.126,0,44.455,2.004,17.6,41.283,2.026,17,47.824,2.004,17.3,32.1,2.031,17.5
2017/6/9 19:00,20.5,65.15,0,44.702,2.004,17.6,41.43,2.026,17,47.824,2.004,17.3,32.1,2.034,17.5
2017/6/9 20:00,18.8,72.865,0,44.619,2.004,17.6,41.577,2.026,17,47.824,2.004,17.3,32.1,2.034,17.6
2017/6/9 21:00,18,75.642,0,44.702,2.004,17.6,41.504,2.026,17,47.824,2.008,17.3,32.1,2.037,17.6
2017/6/9 22:00,17.8,73.163,0,44.619,2.004,17.6,41.21,2.028,17,47.824,2.009,17.3,32.1,2.038,17.7
2017/6/9 23:00,17.3,70.441,0,44.619,2.004,17.6,41.283,2.03,17.1,47.824,2.009,17.3,32.1,2.038,17.7
2017/6/10 0:00,16.7,73.171,0,44.784,2.004,17.7,41.504,2.03,17.1,47.824,2.009,17.4,32.1,2.042,17.8
2017/6/10 1:00,15.4,78.359,0,44.784,2.004,17.7,41.504,2.03,17.1,47.824,2.009,17.4,32.1,2.042,17.8
2017/6/10 2:00,15.4,79.503,0,44.784,2.004,17.7,41.504,2.03,17.1,47.824,2.009,17.4,32.1,2.044,17.8
2017/6/10 3:00,16,79.259,0,45.538,2.004,17.7,41.504,2.03,17.1,47.824,2.009,17.4,32.1,2.046,17.9
2017/6/10 4:00,16.9,74.847,0,45.201,2.004,17.7,41.504,2.03,17.2,47.824,2.01,17.4,32.1,2.046,17.9
2017/6/10 5:00,17.1,72.878,0,45.285,2.004,17.8,42.025,2.03,17.2,47.824,2.013,17.5,32.1,2.046,17.9
2017/6/10 6:00,16.6,76.286,0,45.793,2.004,17.8,41.43,2.03,17.2,47.824,2.013,17.5,32.1,2.05,17.9
2017/6/10 7:00,15.7,85.283,2,45.708,2.004,17.8,41.651,2.033,17.2,47.915,2.013,17.5,32.1,2.05,17.9
2017/6/10 8:00,16.5,82.638,0,45.793,1.993,17.8,41.8,2.034,17.2,48.099,2.013,17.5,32.1,2.05,18
2017/6/10 9:00,23,64.113,0,45.793,1.991,17.9,41.21,2.034,17.3,48.099,2.013,17.5,32.1,2.05,18
2017/6/10 10:00,28.9,49.481,0,45.369,1.994,17.9,41.577,2.034,17.3,48.099,2.013,17.5,32.1,2.054,17.9
2017/6/10 11:00,30.7,48.011,0,45.201,1.995,17.9,42.403,2.034,17.3,48.007,2.014,17.5,32,2.054,17.9
2017/6/10 12:00,22.3,62.436,1,44.95,1.995,17.9,40.992,2.034,17.3,47.824,2.017,17.5,32,2.058,17.9
2017/6/10 13:00,18.5,82.234,1,45.453,1.995,17.9,40.92,2.034,17.3,47.824,2.017,17.5,32,2.058,17.9
2017/6/10 14:00,17.6,86.026,1,47.371,1.991,18.4,40.992,2.037,17.3,47.642,2.017,17.5,32,2.061,17.9
2017/6/10 15:00,15.7,83.039,1,48.283,1.991,18.7,40.992,2.038,17.3,47.642,2.004,17.6,32,2.062,17.9
2017/6/10 16:00,15.4,84.079,0,48.099,1.991,18.6,40.992,2.038,17.3,47.733,1.991,17.6,32.1,2.062,17.9
2017/6/10 17:00,15.8,80.279,0,47.371,1.991,18.5,40.992,2.038,17.3,47.824,1.991,17.6,32.1,2.059,17.9
2017/6/10 18:00,17.1,67.232,0,47.103,1.995,18.4,40.992,2.038,17.3,47.824,1.991,17.6,32.1,2.054,17.9
2017/6/10 19:00,16.4,65.996,0,47.014,1.995,18.3,40.992,2.038,17.3,47.915,1.991,17.6,32.1,2.048,17.9
2017/6/10 20:00,15.1,71.138,0,47.014,1.995,18.3,40.992,2.038,17.3,48.007,1.991,17.6,32.1,2.041,17.9
2017/6/10 21:00,14.9,72.65,0,47.014,1.995,18.2,41.065,2.035,17.3,48.099,1.991,17.6,32.2,2.036,18
2017/6/10 22:00,13.9,77.504,0,46.66,1.995,18.2,41.137,2.034,17.3,48.099,1.991,17.6,32.2,2.031,18
2017/6/10 23:00,13.4,81.368,0,46.311,1.995,18.2,41.137,2.034,17.3,48.283,1.991,17.6,32.3,2.027,18
2017/6/11 0:00,13.9,80.654,0,46.224,1.995,18.2,41.283,2.033,17.3,48.283,1.991,17.6,32.3,2.024,18
2017/6/11 1:00,13.7,80.432,0,46.137,1.995,18.1,41.283,2.03,17.3,48.283,1.991,17.6,32.3,2.022,18
2017/6/11 2:00,13.1,80.321,0,46.137,1.995,18.1,41.283,2.03,17.3,48.468,1.991,17.6,32.4,2.017,18
2017/6/11 3:00,12.8,81.236,0,45.965,1.995,18.1,41.283,2.03,17.3,48.468,1.991,17.6,32.4,2.017,17.9
2017/6/11 4:00,12.2,83.091,0,46.051,1.995,18.1,41.283,2.029,17.3,48.468,1.991,17.6,32.4,2.017,17.9
2017/6/11 5:00,12.2,82.387,0,46.485,1.995,18.1,41.283,2.026,17.3,48.468,1.991,17.6,32.5,2.017,17.9
2017/6/11 6:00,13.4,78.113,0,46.485,1.995,18.1,41.283,2.026,17.3,48.468,1.991,17.6,32.6,2.014,17.9
2017/6/11 7:00,15.4,72.068,0,46.485,1.995,18,41.283,2.026,17.3,48.468,1.991,17.6,32.6,2.013,17.9
2017/6/11 8:00,18.6,63.975,0,46.485,1.995,18,41.283,2.026,17.3,48.468,1.991,17.6,32.6,2.013,17.8
2017/6/11 9:00,23.5,53.566,0,46.485,1.995,18,41.21,2.026,17.3,48.468,1.991,17.6,32.6,2.013,17.8
2017/6/11 10:00,24.6,52.73,0,46.485,1.995,18,41.137,2.026,17.3,48.468,1.991,17.5,32.5,2.013,17.8
2017/6/11 11:00,27.8,44.717,0,46.573,1.995,18,41.356,2.026,17.3,48.375,1.991,17.5,32.4,2.013,17.7
2017/6/11 12:00,26.8,47.983,0,46.398,1.995,18,41.504,2.026,17.3,48.283,1.991,17.5,32.4,2.013,17.7
2017/6/11 13:00,26.1,49.118,0,46.311,1.995,17.9,42.555,2.026,17.3,48.283,1.991,17.5,32.3,2.013,17.7
2017/6/11 14:00,24.8,53.702,0,46.311,1.995,17.9,42.632,2.026,17.3,48.375,1.991,17.5,32.3,2.013,17.6
2017/6/11 15:00,25.2,53.373,0,46.224,1.995,17.9,41.283,2.026,17.2,48.561,1.991,17.5,32.3,2.013,17.6
2017/6/11 16:00,24.2,55.334,0,46.137,1.995,17.9,41.137,2.026,17.2,49.03,1.991,17.5,32.3,2.013,17.6
2017/6/11 17:00,24.8,51.784,0,46.137,1.995,17.8,41.137,2.026,17.2,48.468,1.991,17.4,32.3,2.014,17.6
2017/6/11 18:00,21,58.346,0,46.137,1.995,17.8,41.065,2.026,17.2,48.468,1.991,17.4,32.3,2.017,17.6
2017/6/11 19:00,18.2,65.121,0,45.965,1.995,17.8,41.137,2.026,17.2,48.561,1.99,17.4,32.3,2.017,17.6
2017/6/11 20:00,16.5,72.508,0,45.623,1.995,17.8,41.137,2.03,17.2,49.125,1.989,17.4,32.3,2.017,17.6
2017/6/11 21:00,15.9,76.998,0,45.369,1.996,17.8,41.21,2.03,17.2,48.561,1.988,17.4,32.3,2.017,17.6
2017/6/11 22:00,16.2,79.341,0,45.285,1.996,17.8,41.283,2.03,17.2,48.748,1.987,17.4,32.3,2.017,17.7
2017/6/11 23:00,16.2,79.341,0,45.285,1.995,17.8,41.283,2.03,17.2,48.561,1.987,17.4,32.3,2.017,17.7
2017/6/12 0:00,15.8,79.164,0,45.201,1.995,17.8,41.283,2.03,17.2,48.842,1.987,17.4,32.3,2.017,17.7
2017/6/12 1:00,15,79.226,0,45.201,1.996,17.8,41.356,2.03,17.2,48.561,1.987,17.4,32.3,2.017,17.8
2017/6/12 2:00,14.7,79.576,0,45.369,1.995,17.8,41.43,2.03,17.2,48.655,1.987,17.4,32.3,2.017,17.8
2017/6/12 3:00,14.1,80.858,0,45.369,1.995,17.8,41.504,2.03,17.2,48.842,1.987,17.4,32.3,2.017,17.8
2017/6/12 4:00,13.9,81.914,0,45.708,1.996,17.8,41.504,2.03,17.2,48.283,1.987,17.4,32.3,2.017,17.8
2017/6/12 5:00,13,84.189,0,45.708,1.996,17.8,41.577,2.03,17.2,48.099,1.987,17.4,32.3,2.017,17.8
2017/6/12 6:00,14.3,80.432,0,45.793,1.996,17.8,41.8,2.03,17.2,48.099,1.987,17.4,32.3,2.017,17.8
2017/6/12 7:00,15.9,74.782,0,45.793,1.996,17.8,41.949,2.03,17.2,48.099,1.987,17.4,32.3,2.017,17.8
2017/6/12 8:00,18.4,68.092,0,45.965,1.996,17.8,41.8,2.03,17.2,48.191,1.987,17.4,32.3,2.017,17.8
2017/6/12 9:00,20.9,60.731,0,45.965,1.996,17.8,41.283,2.03,17.3,48.191,1.987,17.4,32.3,2.019,17.8
2017/6/12 10:00,18.7,67.753,0,45.793,1.996,17.8,42.1,2.03,17.3,48.099,1.987,17.4,32.2,2.022,17.8
2017/6/12 11:00,19.6,65.373,0,45.793,1.996,17.8,41.43,2.03,17.3,48.099,1.987,17.4,32.2,2.022,17.7
2017/6/12 12:00,23,57.702,0,45.879,1.996,17.8,41.43,2.03,17.3,48.099,1.987,17.4,32.2,2.022,17.7
2017/6/12 13:00,21.8,59.387,0,45.879,1.997,17.8,42.1,2.03,17.3,47.915,1.987,17.4,32.1,2.022,17.7
2017/6/12 14:00,20.4,62.631,0,45.879,1.998,17.8,41.065,2.032,17.3,47.915,1.987,17.4,32.1,2.022,17.7
2017/6/12 15:00,21.2,60.814,0,45.879,1.998,17.8,41.065,2.034,17.2,47.824,1.987,17.4,32.1,2.025,17.7
2017/6/12 16:00,19.3,63.922,0,45.793,1.998,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.026,17.7
2017/6/12 17:00,18.2,65.121,0,45.793,1.998,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.026,17.6
2017/6/12 18:00,16.8,68,0,45.793,1.998,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.029,17.6
2017/6/12 19:00,15.9,70.35,0,45.708,1.998,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.03,17.6
2017/6/12 20:00,15.3,73.683,0,45.623,1.998,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.03,17.7
2017/6/12 21:00,15.2,73.579,0,45.623,1.997,17.8,41.137,2.034,17.2,47.824,1.987,17.4,32.1,2.033,17.7
2017/6/12 22:00,14.7,77.781,0,45.623,1.998,17.8,41.137,2.035,17.2,48.007,2.378,17.4,32.1,2.034,17.7
2017/6/12 23:00,13.7,82.348,0,45.623,1.998,17.8,41.21,2.036,17.2,48.099,1.99,17.4,32.1,2.034,17.7
2017/6/13 0:00,13.7,83.624,0,45.623,1.998,17.8,41.356,2.038,17.2,48.099,1.991,17.4,32.1,2.037,17.7
2017/6/13 1:00,13.9,82.545,0,45.623,1.998,17.8,41.726,2.038,17.2,48.191,1.991,17.4,32.1,2.038,17.7
2017/6/13 2:00,13.2,83.096,0,45.538,1.998,17.8,42.175,2.038,17.2,48.655,1.991,17.4,32.1,2.038,17.7
2017/6/13 3:00,12.8,83.267,0,45.453,1.998,17.8,42.175,2.038,17.2,49.22,1.991,17.4,32.1,2.042,17.7
2017/6/13 4:00,12.9,82.051,0,45.453,1.998,17.8,42.1,2.038,17.2,49.506,1.991,17.4,32.1,2.042,17.7
2017/6/13 5:00,13.1,82.313,0,45.453,1.998,17.8,42.025,2.038,17.2,49.315,1.991,17.4,32.1,2.044,17.7
2017/6/13 6:00,13.5,81.486,0,45.453,1.998,17.8,42.025,2.038,17.2,48.468,1.991,17.4,32.1,2.046,17.7
2017/6/13 7:00,14.9,77.375,0,45.538,1.998,17.8,42.025,2.038,17.2,48.468,1.991,17.4,32,2.046,17.7
2017/6/13 8:00,16.8,70.616,0,45.623,1.998,17.8,41.875,2.038,17.2,48.468,1.991,17.4,32,2.047,17.7
2017/6/13 9:00,19.7,63.224,0,45.623,1.999,17.8,41.21,2.038,17.2,48.468,1.991,17.4,32,2.05,17.6
2017/6/13 10:00,21.5,59.706,0,45.708,1.999,17.8,41.43,2.038,17.2,48.655,1.991,17.3,32,2.05,17.6
2017/6/13 11:00,20.9,59.921,0,45.708,1.999,17.8,41.726,2.039,17.2,49.125,1.991,17.3,31.9,2.053,17.6
2017/6/13 12:00,20.4,61.796,0,45.708,2,17.8,42.025,2.042,17.2,49.315,1.991,17.3,31.9,2.055,17.6
2017/6/13 13:00,20.2,61.296,0,45.623,2,17.8,41.949,2.042,17.2,49.41,1.991,17.3,31.9,2.058,17.5
2017/6/13 14:00,22.2,56.834,0,45.708,2,17.8,41.726,2.042,17.2,49.22,1.991,17.3,31.9,2.06,17.5
2017/6/13 15:00,22.6,55.469,0,45.793,2,17.7,41.875,2.042,17.2,48.936,1.991,17.3,31.9,2.063,17.5
2017/6/13 16:00,23.8,54.643,0,45.793,2,17.7,41.726,2.042,17.1,48.748,1.991,17.3,31.8,2.066,17.5
2017/6/13 17:00,22.4,59.102,0,45.793,2,17.7,42.025,2.043,17.1,48.748,1.991,17.3,31.8,2.069,17.5
2017/6/13 18:00,18.7,65.433,0,45.708,2,17.7,41.137,2.046,17.1,48.936,1.991,17.3,31.8,2.071,17.4
2017/6/13 19:00,17.3,67.907,0,45.623,2,17.7,41.065,2.046,17.1,49.03,1.994,17.3,31.8,2.074,17.4
2017/6/13 20:00,15.6,73.973,0,45.453,2,17.7,41.065,2.046,17.1,49.125,1.995,17.3,31.8,2.077,17.4
2017/6/13 21:00,15.3,76.561,0,45.453,2,17.7,40.992,2.046,17.1,48.007,1.995,17.3,31.8,2.08,17.4
2017/6/13 22:00,15.5,76.153,0,45.453,2,17.7,41.065,2.05,17.1,47.824,1.995,17.3,31.8,2.082,17.5
2017/6/13 23:00,15.6,76.796,0,45.453,2,17.7,41.137,2.05,17.1,47.642,1.995,17.2,31.8,2.084,17.5
2017/6/14 0:00,15.5,76.722,0,45.453,2,17.7,41.21,2.05,17.1,47.642,1.995,17.2,31.8,2.087,17.5
2017/6/14 1:00,15,78.639,0,45.453,2,17.7,41.43,2.05,17.1,47.642,1.995,17.3,31.8,2.088,17.5
2017/6/14 2:00,15,79.226,0,45.453,2,17.7,41.875,2.05,17.1,47.642,1.995,17.3,31.8,2.091,17.5
2017/6/14 3:00,14,82.637,0,45.453,2,17.7,41.8,2.05,17.1,47.642,1.996,17.3,31.8,2.093,17.5
2017/6/14 4:00,13.1,85.632,0,45.453,2,17.7,41.875,2.052,17.1,47.642,1.998,17.3,31.8,2.095,17.5
2017/6/14 5:00,13.4,84.623,0,45.453,2,17.7,41.875,2.054,17.1,47.642,2,17.3,31.8,2.097,17.5
2017/6/14 6:00,14.2,82.19,0,45.453,2,17.7,41.875,2.054,17.1,47.642,2,17.3,31.8,2.099,17.5
2017/6/14 7:00,15.3,79.44,0,45.453,2,17.7,41.875,2.054,17.1,47.642,2,17.3,31.8,2.1,17.5
2017/6/14 8:00,16.5,75.707,0,45.453,2,17.7,41.875,2.054,17.1,47.642,2,17.3,31.8,2.102,17.5
2017/6/14 9:00,19.7,66.276,0,45.453,2,17.7,41.356,2.054,17.1,47.642,2,17.3,31.7,2.104,17.5
2017/6/14 10:00,22.2,60.573,0,45.538,2,17.7,41.577,2.054,17.1,47.642,2,17.3,31.7,2.106,17.5
2017/6/14 11:00,23.6,58.053,0,45.623,2,17.7,41.726,2.055,17.1,47.642,2.003,17.3,31.7,2.108,17.4
2017/6/14 12:00,25.5,55.802,0,45.793,2,17.7,41.504,2.058,17.1,47.642,2.004,17.2,31.7,2.111,17.4
2017/6/14 13:00,22.9,61.636,0,45.793,2,17.7,41.577,2.058,17.1,47.461,2.004,17.2,31.6,2.114,17.4
2017/6/14 14:00,25,58.434,0,45.793,2,17.7,41.8,2.058,17.1,47.461,2.007,17.2,31.6,2.117,17.4
2017/6/14 15:00,24.7,59.169,0,45.708,2,17.7,42.025,2.059,17.1,47.371,2.009,17.2,31.6,2.121,17.4
2017/6/14 16:00,22.8,61.289,0,45.708,2,17.7,41.8,2.062,17.1,47.282,2.01,17.2,31.5,2.125,17.4
2017/6/14 17:00,21.4,62.821,0,45.708,2,17.6,41.283,2.062,17,47.282,2.013,17.2,31.5,2.128,17.4
2017/6/14 18:00,20.4,64.719,0,45.623,2,17.6,41.065,2.062,17,47.282,2.013,17.2,31.5,2.132,17.4
2017/6/14 19:00,19,68.772,0,45.538,2,17.6,40.992,2.063,17,47.282,2.016,17.2,31.5,2.136,17.4
2017/6/14 20:00,16,77.608,0,45.453,2,17.6,41.21,2.066,17,47.461,2.017,17.2,31.5,2.139,17.4
2017/6/14 21:00,14.7,82.568,0,45.453,2,17.6,41.21,2.066,17,47.642,2.017,17.2,31.5,2.142,17.4
2017/6/14 22:00,14.4,84.793,0,45.285,2,17.6,41.8,2.066,17,47.642,2.018,17.2,31.5,2.145,17.4
2017/6/14 23:00,13.9,85.695,0,45.285,2,17.6,41.875,2.066,17,47.642,2.022,17.2,31.5,2.148,17.5
2017/6/15 0:00,12.9,87.432,0,45.369,2,17.6,41.949,2.069,17,47.642,2.022,17.2,31.5,2.149,17.5
2017/6/15 1:00,12.6,87.795,0,45.453,2,17.7,41.949,2.069,17,47.642,2.022,17.2,31.5,2.152,17.5
